claim,chunk,flag
Functional lab testing can help target supplementation for children with ADHD.,"w or we have  a lot of you know sort of  overactive symptoms and we  really need to calm them down.  Um and I love it for a few  reasons. One it contains both  GABA and lithium Two it comes  in an easy to use liquid which  is perfect for our kiddos who  can't swallow pills. And three  is I also love it because since  it's taken by mouth and held in  the mouth for 30 seconds before  swallowing it has rapid  absorption into the body  providing that calm, that focus  and that concentration really  quickly. Now those of you who  have heard me ah before know  that what I'm getting ready to  say and I said it the other  night in my live masterclass  but for any of you new here I  want to add that you should  always start with food because  you can't supplement your way  out of a poor diet. Uh food is  always our first medicine. Uh  we go there first to try and  improve the state of the gut.  Um and the brain, the gut brain  connection and then once the  dietary changes are made that's  when I might discuss  supplementation. Or I might do  a consultation with each other.  So like at the same time you  know coming thrive can be  really good to help while we're  making those changes. So I'm  going to pop also for anyone  that's new here a link to my  free masterclass where I go  into more detail about those  dietary changes I recommend. So  be sure to check that out if  you're just getting started.  Now back to supplementation. Uh  supplementation should  definitely be tailored to each  individual in order to address  specific healing opportunities  to provide support to each  individual body. Now some  children are helped by  supplements that are targeting  certain you know minerals and  vitamins but other children  actually see no effects  whatsoever. And sometimes even  see negative effects. Many of  the families I work with want a  more targeted approach to  healing their kids' underlying  stresses in their body. They  don't want to just sort of add  random supplements that their  children may or may not need.  What I do say is it ends up in  a lot of expensive poop.  Because if they don't need them  it just goes out the other end  and just comes out in poop. Um  so I do talk a lot about poop.  Uh especially in my closed  group because you know we are  focusing a lot on the gut and  what comes out. Um so my  families you know start by  doing functional lab testing  and then when they get the  results back and see what  specific stresses their child's  body is having. We can target  supplementation to fit them  specifically. Now I don't  want to go into a ton of  details on that right now. But  again I'm going to pop a link  to the lab testing video in the  comment section. So check that  out if you're interested in  learning more. So I've said a  lot today but in summary GABA  and lithiumine especially when  combined in this formula can be  a great support to our kids  with ADHD. But this can never  be the be all and end all  solution. Food is critical.  It's a definite critical piece  of the puzzle and so are other  natural supports which I did  share in my live masterclass.  Uh this Tuesday which I hope to  do another one and I'm so  disappointed that wasn't  recorded. Um but I hope this  answers that question. But I  also understand that there was  a ton of information out there  or there is a ton of  information out there on how to  help a child with ADHD. And I  want to offer anyone listening  you know always a clearer you  know picture of what's going on  in their child. So we  definitely open up our  calendar. Me and my team so  that we can talk with you guys  about what we can do to get  some ideas on how to help  reduce child's ADHD symptoms  naturally because every child  is different. And these calls  are 100% free with no strings  attached. So guys that is it  for today. Um if you've got any  questions whatsoever about  Gaba, lithiumine, let me know  in the comments. Um I'm also  going to drop those links to  the masterclass and I'll drop  the link to our calendar. Um  and ah if you've got any other  questions I'd be happy to help.  So ah something pops up. Drop  them in the comments below. I'm  always happy to help but I hope  you all have a wonderful  weekend. Take care.  ",FALSE
Every child with ADHD is different and requires a tailored approach to treatment.,"w or we have  a lot of you know sort of  overactive symptoms and we  really need to calm them down.  Um and I love it for a few  reasons. One it contains both  GABA and lithium Two it comes  in an easy to use liquid which  is perfect for our kiddos who  can't swallow pills. And three  is I also love it because since  it's taken by mouth and held in  the mouth for 30 seconds before  swallowing it has rapid  absorption into the body  providing that calm, that focus  and that concentration really  quickly. Now those of you who  have heard me ah before know  that what I'm getting ready to  say and I said it the other  night in my live masterclass  but for any of you new here I  want to add that you should  always start with food because  you can't supplement your way  out of a poor diet. Uh food is  always our first medicine. Uh  we go there first to try and  improve the state of the gut.  Um and the brain, the gut brain  connection and then once the  dietary changes are made that's  when I might discuss  supplementation. Or I might do  a consultation with each other.  So like at the same time you  know coming thrive can be  really good to help while we're  making those changes. So I'm  going to pop also for anyone  that's new here a link to my  free masterclass where I go  into more detail about those  dietary changes I recommend. So  be sure to check that out if  you're just getting started.  Now back to supplementation. Uh  supplementation should  definitely be tailored to each  individual in order to address  specific healing opportunities  to provide support to each  individual body. Now some  children are helped by  supplements that are targeting  certain you know minerals and  vitamins but other children  actually see no effects  whatsoever. And sometimes even  see negative effects. Many of  the families I work with want a  more targeted approach to  healing their kids' underlying  stresses in their body. They  don't want to just sort of add  random supplements that their  children may or may not need.  What I do say is it ends up in  a lot of expensive poop.  Because if they don't need them  it just goes out the other end  and just comes out in poop. Um  so I do talk a lot about poop.  Uh especially in my closed  group because you know we are  focusing a lot on the gut and  what comes out. Um so my  families you know start by  doing functional lab testing  and then when they get the  results back and see what  specific stresses their child's  body is having. We can target  supplementation to fit them  specifically. Now I don't  want to go into a ton of  details on that right now. But  again I'm going to pop a link  to the lab testing video in the  comment section. So check that  out if you're interested in  learning more. So I've said a  lot today but in summary GABA  and lithiumine especially when  combined in this formula can be  a great support to our kids  with ADHD. But this can never  be the be all and end all  solution. Food is critical.  It's a definite critical piece  of the puzzle and so are other  natural supports which I did  share in my live masterclass.  Uh this Tuesday which I hope to  do another one and I'm so  disappointed that wasn't  recorded. Um but I hope this  answers that question. But I  also understand that there was  a ton of information out there  or there is a ton of  information out there on how to  help a child with ADHD. And I  want to offer anyone listening  you know always a clearer you  know picture of what's going on  in their child. So we  definitely open up our  calendar. Me and my team so  that we can talk with you guys  about what we can do to get  some ideas on how to help  reduce child's ADHD symptoms  naturally because every child  is different. And these calls  are 100% free with no strings  attached. So guys that is it  for today. Um if you've got any  questions whatsoever about  Gaba, lithiumine, let me know  in the comments. Um I'm also  going to drop those links to  the masterclass and I'll drop  the link to our calendar. Um  and ah if you've got any other  questions I'd be happy to help.  So ah something pops up. Drop  them in the comments below. I'm  always happy to help but I hope  you all have a wonderful  weekend. Take care.  ",FALSE
Exercise promotes the release of brain chemicals that are very good for you.,if three activities could help your anxiety improve your mental health and health in general would you be interested I will be discussing three natural remedies in this video the first item I want to discuss is exercise exercise promotes the release of brain chemicals that are very good for you dr. John Ratey describes exercise as a fertilizer to help our cells function optimally including brain cells exercise promotes neurogenesis which helps the brain grow new brain cells it helps you generate endorphins the body's feel-good chemicals which can help you feel a sense of well-being researchers at the Shante University Medicine who completed an experiment with panic attack sufferers concluded the following our results for the first time suggest that exercise has acute anti panic attack activity best of all you can get started today with something as simple as walking another natural remedy is proper eating dr. Daniel Amen explains that by optimizing the functioning of the basal ganglia things such as fear and anxiety can be decreased while at the same time things such as motivation and energy levels can be increased you can optimize by keeping your blood sugar levels consistent throughout the day in three ways by consuming one foods lower in carbohydrates than the typical Western diet two foods lower in glycemic love this term refers to how quickly a typical portion of a particular food raises your blood sugar you can easily find the glycemic rating of different foods by completing an internet search and then building a diet that favors this approach and finally for consuming food more frequently throughout the day but in lesser quantities another important item is proper sleep the division of sleep medicine at Harvard Medical School indicated studies have shown that even partial sleep deprivation has a significant effect on mood lack of sleep can't elevate the body's production of stress hormones which can affect mood and even cause depression however addressing these sleep problems makes a difference and even if you don't have underlying sleep problems taking the following steps can ensure you obtain adequate sleep and lead to improved mood and well-being ensure you don't have too much noise in your room where you sleep if noise is an unavoidable problem consider getting a white noise machine or a small fan that runs in the background ensure that your room is not too hot a cool temperature is best for sleeping if you wake in the night don't turn on the lights rather use a flashlight this is because light affects a brain chemical called melatonin which regulates your sleep-wake cycle would you like more information on the topics covered in this video all you need to do is simply click on the card on the upper right corner of this video and subscribe to our free newsletter thank you for watching as usual we look forward to presenting a new video in our series next week you ,FALSE
Exercise promotes neurogenesis which helps the brain grow new brain cells.,if three activities could help your anxiety improve your mental health and health in general would you be interested I will be discussing three natural remedies in this video the first item I want to discuss is exercise exercise promotes the release of brain chemicals that are very good for you dr. John Ratey describes exercise as a fertilizer to help our cells function optimally including brain cells exercise promotes neurogenesis which helps the brain grow new brain cells it helps you generate endorphins the body's feel-good chemicals which can help you feel a sense of well-being researchers at the Shante University Medicine who completed an experiment with panic attack sufferers concluded the following our results for the first time suggest that exercise has acute anti panic attack activity best of all you can get started today with something as simple as walking another natural remedy is proper eating dr. Daniel Amen explains that by optimizing the functioning of the basal ganglia things such as fear and anxiety can be decreased while at the same time things such as motivation and energy levels can be increased you can optimize by keeping your blood sugar levels consistent throughout the day in three ways by consuming one foods lower in carbohydrates than the typical Western diet two foods lower in glycemic love this term refers to how quickly a typical portion of a particular food raises your blood sugar you can easily find the glycemic rating of different foods by completing an internet search and then building a diet that favors this approach and finally for consuming food more frequently throughout the day but in lesser quantities another important item is proper sleep the division of sleep medicine at Harvard Medical School indicated studies have shown that even partial sleep deprivation has a significant effect on mood lack of sleep can't elevate the body's production of stress hormones which can affect mood and even cause depression however addressing these sleep problems makes a difference and even if you don't have underlying sleep problems taking the following steps can ensure you obtain adequate sleep and lead to improved mood and well-being ensure you don't have too much noise in your room where you sleep if noise is an unavoidable problem consider getting a white noise machine or a small fan that runs in the background ensure that your room is not too hot a cool temperature is best for sleeping if you wake in the night don't turn on the lights rather use a flashlight this is because light affects a brain chemical called melatonin which regulates your sleep-wake cycle would you like more information on the topics covered in this video all you need to do is simply click on the card on the upper right corner of this video and subscribe to our free newsletter thank you for watching as usual we look forward to presenting a new video in our series next week you ,FALSE
Exercise helps you generate endorphins the body's feel-good chemicals which can help you feel a sense of well-being.,if three activities could help your anxiety improve your mental health and health in general would you be interested I will be discussing three natural remedies in this video the first item I want to discuss is exercise exercise promotes the release of brain chemicals that are very good for you dr. John Ratey describes exercise as a fertilizer to help our cells function optimally including brain cells exercise promotes neurogenesis which helps the brain grow new brain cells it helps you generate endorphins the body's feel-good chemicals which can help you feel a sense of well-being researchers at the Shante University Medicine who completed an experiment with panic attack sufferers concluded the following our results for the first time suggest that exercise has acute anti panic attack activity best of all you can get started today with something as simple as walking another natural remedy is proper eating dr. Daniel Amen explains that by optimizing the functioning of the basal ganglia things such as fear and anxiety can be decreased while at the same time things such as motivation and energy levels can be increased you can optimize by keeping your blood sugar levels consistent throughout the day in three ways by consuming one foods lower in carbohydrates than the typical Western diet two foods lower in glycemic love this term refers to how quickly a typical portion of a particular food raises your blood sugar you can easily find the glycemic rating of different foods by completing an internet search and then building a diet that favors this approach and finally for consuming food more frequently throughout the day but in lesser quantities another important item is proper sleep the division of sleep medicine at Harvard Medical School indicated studies have shown that even partial sleep deprivation has a significant effect on mood lack of sleep can't elevate the body's production of stress hormones which can affect mood and even cause depression however addressing these sleep problems makes a difference and even if you don't have underlying sleep problems taking the following steps can ensure you obtain adequate sleep and lead to improved mood and well-being ensure you don't have too much noise in your room where you sleep if noise is an unavoidable problem consider getting a white noise machine or a small fan that runs in the background ensure that your room is not too hot a cool temperature is best for sleeping if you wake in the night don't turn on the lights rather use a flashlight this is because light affects a brain chemical called melatonin which regulates your sleep-wake cycle would you like more information on the topics covered in this video all you need to do is simply click on the card on the upper right corner of this video and subscribe to our free newsletter thank you for watching as usual we look forward to presenting a new video in our series next week you ,FALSE
Researchers at the Shante University Medicine who completed an experiment with panic attack sufferers concluded the following our results for the first time suggest that exercise has acute anti panic attack activity.,if three activities could help your anxiety improve your mental health and health in general would you be interested I will be discussing three natural remedies in this video the first item I want to discuss is exercise exercise promotes the release of brain chemicals that are very good for you dr. John Ratey describes exercise as a fertilizer to help our cells function optimally including brain cells exercise promotes neurogenesis which helps the brain grow new brain cells it helps you generate endorphins the body's feel-good chemicals which can help you feel a sense of well-being researchers at the Shante University Medicine who completed an experiment with panic attack sufferers concluded the following our results for the first time suggest that exercise has acute anti panic attack activity best of all you can get started today with something as simple as walking another natural remedy is proper eating dr. Daniel Amen explains that by optimizing the functioning of the basal ganglia things such as fear and anxiety can be decreased while at the same time things such as motivation and energy levels can be increased you can optimize by keeping your blood sugar levels consistent throughout the day in three ways by consuming one foods lower in carbohydrates than the typical Western diet two foods lower in glycemic love this term refers to how quickly a typical portion of a particular food raises your blood sugar you can easily find the glycemic rating of different foods by completing an internet search and then building a diet that favors this approach and finally for consuming food more frequently throughout the day but in lesser quantities another important item is proper sleep the division of sleep medicine at Harvard Medical School indicated studies have shown that even partial sleep deprivation has a significant effect on mood lack of sleep can't elevate the body's production of stress hormones which can affect mood and even cause depression however addressing these sleep problems makes a difference and even if you don't have underlying sleep problems taking the following steps can ensure you obtain adequate sleep and lead to improved mood and well-being ensure you don't have too much noise in your room where you sleep if noise is an unavoidable problem consider getting a white noise machine or a small fan that runs in the background ensure that your room is not too hot a cool temperature is best for sleeping if you wake in the night don't turn on the lights rather use a flashlight this is because light affects a brain chemical called melatonin which regulates your sleep-wake cycle would you like more information on the topics covered in this video all you need to do is simply click on the card on the upper right corner of this video and subscribe to our free newsletter thank you for watching as usual we look forward to presenting a new video in our series next week you ,FALSE
By optimizing the functioning of the basal ganglia things such as fear and anxiety can be decreased while at the same time things such as motivation and energy levels can be increased.,if three activities could help your anxiety improve your mental health and health in general would you be interested I will be discussing three natural remedies in this video the first item I want to discuss is exercise exercise promotes the release of brain chemicals that are very good for you dr. John Ratey describes exercise as a fertilizer to help our cells function optimally including brain cells exercise promotes neurogenesis which helps the brain grow new brain cells it helps you generate endorphins the body's feel-good chemicals which can help you feel a sense of well-being researchers at the Shante University Medicine who completed an experiment with panic attack sufferers concluded the following our results for the first time suggest that exercise has acute anti panic attack activity best of all you can get started today with something as simple as walking another natural remedy is proper eating dr. Daniel Amen explains that by optimizing the functioning of the basal ganglia things such as fear and anxiety can be decreased while at the same time things such as motivation and energy levels can be increased you can optimize by keeping your blood sugar levels consistent throughout the day in three ways by consuming one foods lower in carbohydrates than the typical Western diet two foods lower in glycemic love this term refers to how quickly a typical portion of a particular food raises your blood sugar you can easily find the glycemic rating of different foods by completing an internet search and then building a diet that favors this approach and finally for consuming food more frequently throughout the day but in lesser quantities another important item is proper sleep the division of sleep medicine at Harvard Medical School indicated studies have shown that even partial sleep deprivation has a significant effect on mood lack of sleep can't elevate the body's production of stress hormones which can affect mood and even cause depression however addressing these sleep problems makes a difference and even if you don't have underlying sleep problems taking the following steps can ensure you obtain adequate sleep and lead to improved mood and well-being ensure you don't have too much noise in your room where you sleep if noise is an unavoidable problem consider getting a white noise machine or a small fan that runs in the background ensure that your room is not too hot a cool temperature is best for sleeping if you wake in the night don't turn on the lights rather use a flashlight this is because light affects a brain chemical called melatonin which regulates your sleep-wake cycle would you like more information on the topics covered in this video all you need to do is simply click on the card on the upper right corner of this video and subscribe to our free newsletter thank you for watching as usual we look forward to presenting a new video in our series next week you ,FALSE
"Iron deficiency can cause fatigue and brain fog, which are symptoms of ADHD.","- Do you feel like with ADHD, was just not enough? You feel like there's other symptoms and other things that are might be causing but just don't know what tests to run. what I do specifically for my patients of causing certain symptoms that could be relatable to the ADHD. I grew up with it, go and hit the subscribe button. and also hit the notification bell that we do here. So real quick, I'm gonna go over my top six things that I do recommend as far as testing when you get ADHD. that could be mimicking the ADHD symptoms. So the very first one that is very common that I actually see is iron deficiency. can feel fatigued, very brain fogged, This is very symptomatic And lots cases if we actually resolve that by finding that there is a deficiency and start supplementing things with iron and also in your food base it can help improve the ADHD symptoms. is you know lead poisoning. So lead poisoning is common, it's probably not as common as you think but it definitely does happen where depending on how old your house was. ate things that had more lead in it. maybe ingested certain things just to rule out if there's a possibility, because if there is some lead poisoning it can definitely cause detriment to the brain and development, The third thing would be malnutrition. So something that you can actually check that's very common that I see with my kids is looking at malnutrition. there's different types of anemia The other thing is also vitamin D. Vitamin D can be very low especially up here in the northwest, There's also a possibility that you're not getting enough nutrients which lot of times when it comes to ADHD And if there's a lot of digestive issues those are things that should be checked, something I always check to make sure but also feed the brain which is very important when it comes to focusing and paying attention. Sometimes this can happen as where is if kids or adults have a thyroid issues Because along with having thyroid issues does cause brain fog, fatigue, having a hard time paying attention, stuff that are very similar to ADHD, And with electrolyte insufficiency usually our adrenals and our thyroid, lots of different parts of our organs rely on electrolytes, something I always like to check because that could be a possibility causing those certain symptoms but could be a thyroid, adrenal, electrolyte insufficiency situation. The fifth thing that I would suggest looking at IgE. it also could be done through bloodwork. But another thing that you could do is a food elimination diet. This could be really hard for kids, is eliminate some foods that you might be thinking of. and then you introduce one food at a time. This is a way that you can kind of see is something called neurofeedback, I've talked about this before. that there's low activity, but there might be some other parts because there's anxiety and depression So I hope you guys found this valuable, labs that might be run, And as always if you're new here, to find out more information about ADHD, and I'll see you guys in the next video. Thanks, bye. ",FALSE
Lead poisoning can damage the brain and cause ADHD-like symptoms.,"- Do you feel like with ADHD, was just not enough? You feel like there's other symptoms and other things that are might be causing but just don't know what tests to run. what I do specifically for my patients of causing certain symptoms that could be relatable to the ADHD. I grew up with it, go and hit the subscribe button. and also hit the notification bell that we do here. So real quick, I'm gonna go over my top six things that I do recommend as far as testing when you get ADHD. that could be mimicking the ADHD symptoms. So the very first one that is very common that I actually see is iron deficiency. can feel fatigued, very brain fogged, This is very symptomatic And lots cases if we actually resolve that by finding that there is a deficiency and start supplementing things with iron and also in your food base it can help improve the ADHD symptoms. is you know lead poisoning. So lead poisoning is common, it's probably not as common as you think but it definitely does happen where depending on how old your house was. ate things that had more lead in it. maybe ingested certain things just to rule out if there's a possibility, because if there is some lead poisoning it can definitely cause detriment to the brain and development, The third thing would be malnutrition. So something that you can actually check that's very common that I see with my kids is looking at malnutrition. there's different types of anemia The other thing is also vitamin D. Vitamin D can be very low especially up here in the northwest, There's also a possibility that you're not getting enough nutrients which lot of times when it comes to ADHD And if there's a lot of digestive issues those are things that should be checked, something I always check to make sure but also feed the brain which is very important when it comes to focusing and paying attention. Sometimes this can happen as where is if kids or adults have a thyroid issues Because along with having thyroid issues does cause brain fog, fatigue, having a hard time paying attention, stuff that are very similar to ADHD, And with electrolyte insufficiency usually our adrenals and our thyroid, lots of different parts of our organs rely on electrolytes, something I always like to check because that could be a possibility causing those certain symptoms but could be a thyroid, adrenal, electrolyte insufficiency situation. The fifth thing that I would suggest looking at IgE. it also could be done through bloodwork. But another thing that you could do is a food elimination diet. This could be really hard for kids, is eliminate some foods that you might be thinking of. and then you introduce one food at a time. This is a way that you can kind of see is something called neurofeedback, I've talked about this before. that there's low activity, but there might be some other parts because there's anxiety and depression So I hope you guys found this valuable, labs that might be run, And as always if you're new here, to find out more information about ADHD, and I'll see you guys in the next video. Thanks, bye. ",FALSE
Malnutrition can cause ADHD-like symptoms.,"- Do you feel like with ADHD, was just not enough? You feel like there's other symptoms and other things that are might be causing but just don't know what tests to run. what I do specifically for my patients of causing certain symptoms that could be relatable to the ADHD. I grew up with it, go and hit the subscribe button. and also hit the notification bell that we do here. So real quick, I'm gonna go over my top six things that I do recommend as far as testing when you get ADHD. that could be mimicking the ADHD symptoms. So the very first one that is very common that I actually see is iron deficiency. can feel fatigued, very brain fogged, This is very symptomatic And lots cases if we actually resolve that by finding that there is a deficiency and start supplementing things with iron and also in your food base it can help improve the ADHD symptoms. is you know lead poisoning. So lead poisoning is common, it's probably not as common as you think but it definitely does happen where depending on how old your house was. ate things that had more lead in it. maybe ingested certain things just to rule out if there's a possibility, because if there is some lead poisoning it can definitely cause detriment to the brain and development, The third thing would be malnutrition. So something that you can actually check that's very common that I see with my kids is looking at malnutrition. there's different types of anemia The other thing is also vitamin D. Vitamin D can be very low especially up here in the northwest, There's also a possibility that you're not getting enough nutrients which lot of times when it comes to ADHD And if there's a lot of digestive issues those are things that should be checked, something I always check to make sure but also feed the brain which is very important when it comes to focusing and paying attention. Sometimes this can happen as where is if kids or adults have a thyroid issues Because along with having thyroid issues does cause brain fog, fatigue, having a hard time paying attention, stuff that are very similar to ADHD, And with electrolyte insufficiency usually our adrenals and our thyroid, lots of different parts of our organs rely on electrolytes, something I always like to check because that could be a possibility causing those certain symptoms but could be a thyroid, adrenal, electrolyte insufficiency situation. The fifth thing that I would suggest looking at IgE. it also could be done through bloodwork. But another thing that you could do is a food elimination diet. This could be really hard for kids, is eliminate some foods that you might be thinking of. and then you introduce one food at a time. This is a way that you can kind of see is something called neurofeedback, I've talked about this before. that there's low activity, but there might be some other parts because there's anxiety and depression So I hope you guys found this valuable, labs that might be run, And as always if you're new here, to find out more information about ADHD, and I'll see you guys in the next video. Thanks, bye. ",FALSE
Vitamin D deficiency can cause ADHD-like symptoms.,"- Do you feel like with ADHD, was just not enough? You feel like there's other symptoms and other things that are might be causing but just don't know what tests to run. what I do specifically for my patients of causing certain symptoms that could be relatable to the ADHD. I grew up with it, go and hit the subscribe button. and also hit the notification bell that we do here. So real quick, I'm gonna go over my top six things that I do recommend as far as testing when you get ADHD. that could be mimicking the ADHD symptoms. So the very first one that is very common that I actually see is iron deficiency. can feel fatigued, very brain fogged, This is very symptomatic And lots cases if we actually resolve that by finding that there is a deficiency and start supplementing things with iron and also in your food base it can help improve the ADHD symptoms. is you know lead poisoning. So lead poisoning is common, it's probably not as common as you think but it definitely does happen where depending on how old your house was. ate things that had more lead in it. maybe ingested certain things just to rule out if there's a possibility, because if there is some lead poisoning it can definitely cause detriment to the brain and development, The third thing would be malnutrition. So something that you can actually check that's very common that I see with my kids is looking at malnutrition. there's different types of anemia The other thing is also vitamin D. Vitamin D can be very low especially up here in the northwest, There's also a possibility that you're not getting enough nutrients which lot of times when it comes to ADHD And if there's a lot of digestive issues those are things that should be checked, something I always check to make sure but also feed the brain which is very important when it comes to focusing and paying attention. Sometimes this can happen as where is if kids or adults have a thyroid issues Because along with having thyroid issues does cause brain fog, fatigue, having a hard time paying attention, stuff that are very similar to ADHD, And with electrolyte insufficiency usually our adrenals and our thyroid, lots of different parts of our organs rely on electrolytes, something I always like to check because that could be a possibility causing those certain symptoms but could be a thyroid, adrenal, electrolyte insufficiency situation. The fifth thing that I would suggest looking at IgE. it also could be done through bloodwork. But another thing that you could do is a food elimination diet. This could be really hard for kids, is eliminate some foods that you might be thinking of. and then you introduce one food at a time. This is a way that you can kind of see is something called neurofeedback, I've talked about this before. that there's low activity, but there might be some other parts because there's anxiety and depression So I hope you guys found this valuable, labs that might be run, And as always if you're new here, to find out more information about ADHD, and I'll see you guys in the next video. Thanks, bye. ",FALSE
Thyroid issues can cause ADHD-like symptoms.,"- Do you feel like with ADHD, was just not enough? You feel like there's other symptoms and other things that are might be causing but just don't know what tests to run. what I do specifically for my patients of causing certain symptoms that could be relatable to the ADHD. I grew up with it, go and hit the subscribe button. and also hit the notification bell that we do here. So real quick, I'm gonna go over my top six things that I do recommend as far as testing when you get ADHD. that could be mimicking the ADHD symptoms. So the very first one that is very common that I actually see is iron deficiency. can feel fatigued, very brain fogged, This is very symptomatic And lots cases if we actually resolve that by finding that there is a deficiency and start supplementing things with iron and also in your food base it can help improve the ADHD symptoms. is you know lead poisoning. So lead poisoning is common, it's probably not as common as you think but it definitely does happen where depending on how old your house was. ate things that had more lead in it. maybe ingested certain things just to rule out if there's a possibility, because if there is some lead poisoning it can definitely cause detriment to the brain and development, The third thing would be malnutrition. So something that you can actually check that's very common that I see with my kids is looking at malnutrition. there's different types of anemia The other thing is also vitamin D. Vitamin D can be very low especially up here in the northwest, There's also a possibility that you're not getting enough nutrients which lot of times when it comes to ADHD And if there's a lot of digestive issues those are things that should be checked, something I always check to make sure but also feed the brain which is very important when it comes to focusing and paying attention. Sometimes this can happen as where is if kids or adults have a thyroid issues Because along with having thyroid issues does cause brain fog, fatigue, having a hard time paying attention, stuff that are very similar to ADHD, And with electrolyte insufficiency usually our adrenals and our thyroid, lots of different parts of our organs rely on electrolytes, something I always like to check because that could be a possibility causing those certain symptoms but could be a thyroid, adrenal, electrolyte insufficiency situation. The fifth thing that I would suggest looking at IgE. it also could be done through bloodwork. But another thing that you could do is a food elimination diet. This could be really hard for kids, is eliminate some foods that you might be thinking of. and then you introduce one food at a time. This is a way that you can kind of see is something called neurofeedback, I've talked about this before. that there's low activity, but there might be some other parts because there's anxiety and depression So I hope you guys found this valuable, labs that might be run, And as always if you're new here, to find out more information about ADHD, and I'll see you guys in the next video. Thanks, bye. ",FALSE
Synthetic food colorings and preservatives can exacerbate symptoms of ADHD.,"Hello, I'm Gina Van Luven with Healthy Healing TV. Today, we're gonna be talking about natural remedies for ADHD. Having a son who once had ADHD, I know how challenging it can be for everyone involved. Unfortunately, medication just masks the symptoms and can actually cause more problems. In fact, prescription medication can cause the need for additional medication which is not so much fun either. Natural remedies, however, help to bring the body back into balance again. They provide what the body needs so that it can function optimally. Today, I'm going to share with you six natural remedies for ADHD. Number 1 is to avoid synthetic food colorings and preservatives. The European Union actually recognizes that these synthetic ingredients can exacerbate symptoms of ADHD and they require special labeling for products containing them. Number 2... do a heavy metal detoxification. Now, if you're not sure what detoxification experiencing ADHD symptoms. Heavy metals like lead and mercury in particular, can really wreak havoc on the brain and cause symptoms of ADHD along with other behavioral issues. Using natural key leaders like cilantro, chlorella, chlorophyll, zeolite, bentonite... there's Number 3... have an IgG, IgA, IgE food sensitivity tests done. And if you're not sure what that any type of food sensitivities. you're removing any specific foods, it's really important that you do that for a long period of time - several months, or you're not going to experience the results that you're looking for. eliminated very consistently from day to day over several months. Number 4... supplementing with the following nutrients can provide your body with what it needs to function optimally. Minerals like calcium, magnesium, and zinc. Magnesium in particular is very helpful at helping overcome ADHD symptoms. I actually prefer magnesium oil and rubbing it on the feet. the RDA or recommended daily allowance isn't enough to increase your levels. So 5 to 10,000 international units which are IUs a day is appropriate to bring your levels L-glutamine in particular is really considered brain fuel and is great for people that are suffering from ADHD. Number 5... implement relaxation techniques in the morning and before bed. Number 6... avoid electronics before going to bed. This actually revs up the brain and By eliminating the harmful things and providing your body what it needs, ADHD symptoms can simply disappear. Now if you have any questions or you would like to leave a comment, please ",FALSE
Heavy metals like lead and mercury can cause symptoms of ADHD along with other behavioral issues.,"Hello, I'm Gina Van Luven with Healthy Healing TV. Today, we're gonna be talking about natural remedies for ADHD. Having a son who once had ADHD, I know how challenging it can be for everyone involved. Unfortunately, medication just masks the symptoms and can actually cause more problems. In fact, prescription medication can cause the need for additional medication which is not so much fun either. Natural remedies, however, help to bring the body back into balance again. They provide what the body needs so that it can function optimally. Today, I'm going to share with you six natural remedies for ADHD. Number 1 is to avoid synthetic food colorings and preservatives. The European Union actually recognizes that these synthetic ingredients can exacerbate symptoms of ADHD and they require special labeling for products containing them. Number 2... do a heavy metal detoxification. Now, if you're not sure what detoxification experiencing ADHD symptoms. Heavy metals like lead and mercury in particular, can really wreak havoc on the brain and cause symptoms of ADHD along with other behavioral issues. Using natural key leaders like cilantro, chlorella, chlorophyll, zeolite, bentonite... there's Number 3... have an IgG, IgA, IgE food sensitivity tests done. And if you're not sure what that any type of food sensitivities. you're removing any specific foods, it's really important that you do that for a long period of time - several months, or you're not going to experience the results that you're looking for. eliminated very consistently from day to day over several months. Number 4... supplementing with the following nutrients can provide your body with what it needs to function optimally. Minerals like calcium, magnesium, and zinc. Magnesium in particular is very helpful at helping overcome ADHD symptoms. I actually prefer magnesium oil and rubbing it on the feet. the RDA or recommended daily allowance isn't enough to increase your levels. So 5 to 10,000 international units which are IUs a day is appropriate to bring your levels L-glutamine in particular is really considered brain fuel and is great for people that are suffering from ADHD. Number 5... implement relaxation techniques in the morning and before bed. Number 6... avoid electronics before going to bed. This actually revs up the brain and By eliminating the harmful things and providing your body what it needs, ADHD symptoms can simply disappear. Now if you have any questions or you would like to leave a comment, please ",FALSE
